package_id,archive,archive_type,setup_member,setup_size_bytes,parser,unique_import_count,total_import_occurrences,imports
vprad-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\vprad-0.1.0.tar.gz,tar,vprad-0.1.0/setup.py,2571,ast,1,1,setuptools
vprint-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\vprint-0.0.3.tar.gz,tar,vprint-0.0.3/setup.py,1206,ast,3,3,distutils; os; setuptools
vquest-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\vquest-0.0.9.tar.gz,tar,vquest-0.0.9/setup.py,889,ast,2,2,setuptools; vquest
vsmasking-0.5.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\vsmasking-0.5.1.tar.gz,tar,vsmasking-0.5.1/setup.py,1394,ast,3,3,distutils; setuptools; typing
VT_Bypass-0.2.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\VT_Bypass-0.2.0.tar.gz,tar,VT_Bypass-0.2.0/setup.py,1532,ast,4,4,distutils; os; re; setuptools
vtfcal-0.3.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\vtfcal-0.3.5.tar.gz,tar,vtfcal-0.3.5/setup.py,3262,ast,8,8,ConfigParser; __builtin__; builtins; configparser; glob; os; setuptools; sys
vtr_utils-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\vtr_utils-0.1.0.tar.gz,tar,vtr_utils-0.1.0/setup.py,1124,ast,3,3,distutils; os; setuptools
vulnmine-1.0.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\vulnmine-1.0.5.tar.gz,tar,vulnmine-1.0.5/setup.py,4999,ast,3,3,codecs; os; setuptools
vultr-1.0rc1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\vultr-1.0rc1.zip,zip,vultr-1.0rc1/setup.py,1236,ast,1,1,setuptools
vxsandbox-0.6.2a3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\vxsandbox-0.6.2a3.tar.gz,tar,vxsandbox-0.6.2a3/setup.py,868,ast,1,1,setuptools
vyper-0.4.0rc6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\vyper-0.4.0rc6.tar.gz,tar,vyper-0.4.0rc6/setup.py,3644,ast,5,5,os; re; setuptools; setuptools_scm; subprocess
vyper-debug-0.1.2b7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\vyper-debug-0.1.2b7.tar.gz,tar,vyper-debug-0.1.2b7/setup.py,1857,ast,1,1,setuptools
vypex-0.0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\vypex-0.0.0.1.tar.gz,tar,vypex-0.0.0.1/setup.py,1820,ast,1,1,setuptools
w3-0.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\w3-0.0.0.tar.gz,tar,w3-0.0.0/setup.py,38,ast,1,1,setuptools
w_tool-0.0.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\w_tool-0.0.6.tar.gz,tar,w_tool-0.0.6/setup.py,710,ast,1,1,setuptools
waaazzi-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\waaazzi-0.1.tar.gz,tar,waaazzi-0.1/setup.py,231,ast,1,1,setuptools
wacryptolib-0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wacryptolib-0.9.tar.gz,tar,wacryptolib-0.9/setup.py,2724,ast,1,1,setuptools
wadget-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wadget-0.0.9.tar.gz,tar,wadget-0.0.9/setup.py,514,ast,1,1,setuptools
waldur-paypal-0.9.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\waldur-paypal-0.9.0.tar.gz,tar,waldur-paypal-0.9.0/setup.py,1122,ast,1,1,setuptools
wallpaperscraft-1.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wallpaperscraft-1.0.2.tar.gz,tar,wallpaperscraft-1.0.2/setup.py,1217,ast,2,2,re; setuptools
walt-virtual-8.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\walt-virtual-8.2.tar.gz,tar,walt-virtual-8.2/setup.py,893,ast,2,2,setuptools; sys
wandb-0.18.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wandb-0.18.1.tar.gz,tar,wandb-0.18.1/wandb/vendor/gql-0.2.0/setup.py,1314,ast,1,1,setuptools
wandb-0.18.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wandb-0.18.1.tar.gz,tar,wandb-0.18.1/wandb/vendor/graphql-core-1.1/setup.py,2743,ast,5,6,__builtin__; builtins; pytest; setuptools; sys
wandb-0.18.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wandb-0.18.1.tar.gz,tar,wandb-0.18.1/wandb/vendor/promise-2.3.0/setup.py,1899,ast,4,4,__builtin__; builtins; setuptools; sys
warpdrive-0.34.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\warpdrive-0.34.0.tar.gz,tar,warpdrive-0.34.0/setup.py,1375,ast,2,2,os; setuptools
warprnnt_tensorflow-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\warprnnt_tensorflow-0.1.tar.gz,tar,warprnnt_tensorflow-0.1/setup.py,6073,ast,10,11,__future__; distutils; os; platform; re; setuptools; sys; tensorflow; unittest; warnings
watchdog-5.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\watchdog-5.0.2.tar.gz,tar,watchdog-5.0.2/setup.py,4926,ast,5,8,importlib; os; platform; setuptools; sys
watchtower-3.3.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\watchtower-3.3.1.tar.gz,tar,watchtower-3.3.1/setup.py,1584,ast,1,1,setuptools
wavelength-test-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wavelength-test-0.0.3.tar.gz,tar,wavelength-test-0.0.3/setup.py,1072,ast,2,2,os; setuptools
wavencoder-0.1.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wavencoder-0.1.3.tar.gz,tar,wavencoder-0.1.3/setup.py,1111,ast,1,1,setuptools
wavesplit-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wavesplit-0.0.3.tar.gz,tar,wavesplit-0.0.3/setup.py,2541,ast,3,3,configparser; pkg_resources; setuptools
waypaper-2.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\waypaper-2.2.tar.gz,tar,waypaper-2.2/setup.py,1587,ast,2,2,pathlib; setuptools
wbcontroller-0.0.8,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wbcontroller-0.0.8.tar.gz,tar,wbcontroller-0.0.8/setup.py,448,ast,1,1,setuptools
wbe-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wbe-0.0.1.tar.gz,tar,wbe-0.0.1/setup.py,1112,ast,3,3,io; setuptools; wbe
wbn-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wbn-0.1.0.tar.gz,tar,wbn-0.1.0/setup.py,1647,ast,1,1,setuptools
wbpy-3.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wbpy-3.0.0.tar.gz,tar,wbpy-3.0.0/setup.py,36472,ast,1,1,setuptools
wcolors-1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wcolors-1.0.tar.gz,tar,wcolors-1.0/setup.py,388,ast,1,1,setuptools
WConio2-2.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\WConio2-2.0.1.tar.gz,tar,WConio2-2.0.1/setup.py,1655,ast,1,1,distutils
wcwidth-0.2.13,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wcwidth-0.2.13.tar.gz,tar,wcwidth-0.2.13/setup.py,3051,ast,5,5,codecs; os; setuptools; subprocess; sys
wdb-3.3.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wdb-3.3.0.tar.gz,tar,wdb-3.3.0/setup.py,1485,ast,2,2,setuptools; sys
wealthpy-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wealthpy-0.0.1.tar.gz,tar,wealthpy-0.0.1/setup.py,186,ast,1,1,setuptools
web-payments-paypal-1.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\web-payments-paypal-1.0.2.tar.gz,tar,web-payments-paypal-1.0.2/setup.py,2241,ast,4,5,os; pytest; setuptools; sys
web-pt-1.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\web-pt-1.0.0.tar.gz,tar,web-pt-1.0.0/setup.py,777,ast,1,1,setuptools
web.py-0.62,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\web.py-0.62.tar.gz,tar,web.py-0.62/setup.py,1196,ast,3,3,os; setuptools; web
web2py-2.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\web2py-2.1.1.tar.gz,tar,web2py-2.1.1/setup.py,3231,ast,4,4,gluon; setuptools; sys; tarfile
web3-7.0.0b9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\web3-7.0.0b9.tar.gz,tar,web3-7.0.0b9/setup.py,2953,ast,1,1,setuptools
web3-7.2.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\web3-7.2.0.tar.gz,tar,web3-7.2.0/setup.py,3038,ast,1,1,setuptools
web3mq-0.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\web3mq-0.0.4.tar.gz,tar,web3mq-0.0.4/setup.py,1375,ast,2,4,os; setuptools
web3tool-6.6.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\web3tool-6.6.3.tar.gz,tar,web3tool-6.6.3/setup.py,3104,ast,1,1,setuptools
web3tools-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\web3tools-0.1.2.tar.gz,tar,web3tools-0.1.2/setup.py,749,ast,1,1,setuptools
web3x-0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\web3x-0.3.tar.gz,tar,web3x-0.3/setup.py,423,ast,1,1,setuptools
web_gamepad-0.1.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\web_gamepad-0.1.9.tar.gz,tar,web_gamepad-0.1.9/setup.py,598,ast,1,1,setuptools
weballurl-1.1.7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\weballurl-1.1.7.tar.gz,tar,weballurl-1.1.7/setup.py,1682,ast,1,1,distutils
webargs-8.4.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webargs-8.4.0.tar.gz,tar,webargs-8.4.0/setup.py,3482,ast,2,2,re; setuptools
webcandy-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webcandy-0.0.2.tar.gz,tar,webcandy-0.0.2/setup.py,1364,ast,2,2,os; setuptools
webcandy-client-0.1.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webcandy-client-0.1.5.tar.gz,tar,webcandy-client-0.1.5/setup.py,1200,ast,1,1,setuptools
webcraft-0.2.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webcraft-0.2.0.tar.gz,tar,webcraft-0.2.0/setup.py,1337,ast,1,1,setuptools
webencodings-0.5.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webencodings-0.5.1.tar.gz,tar,webencodings-0.5.1/setup.py,1556,ast,4,4,io; os; re; setuptools
webgen-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webgen-0.1.0.tar.gz,tar,webgen-0.1.0/setup.py,4097,ast,3,3,codecs; os; setuptools
webint_live-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webint_live-0.0.9.tar.gz,tar,webint_live-0.0.9/setup.py,757,ast,1,1,setuptools
webint_posts-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webint_posts-0.0.9.tar.gz,tar,webint_posts-0.0.9/setup.py,757,ast,1,1,setuptools
webint_tracker-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webint_tracker-0.0.3.tar.gz,tar,webint_tracker-0.0.3/setup.py,773,ast,1,1,setuptools
webrandints-1.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webrandints-1.5.tar.gz,tar,webrandints-1.5/setup.py,535,ast,1,1,setuptools
webrunner-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webrunner-0.1.tar.gz,tar,webrunner-0.1/setup.py,208,ast,1,1,setuptools
webscout-5.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webscout-5.3.tar.gz,tar,webscout-5.3/setup.py,3098,ast,1,1,setuptools
webscrapingapi-1.2.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webscrapingapi-1.2.6.tar.gz,tar,webscrapingapi-1.2.6/setup.py,961,ast,1,1,setuptools
Webshare-1.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\Webshare-1.0.0.tar.gz,tar,Webshare-1.0.0/setup.py,502,ast,1,1,setuptools
webshareproxy-0.0.10,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webshareproxy-0.0.10.tar.gz,tar,webshareproxy-0.0.10/setup.py,1008,ast,1,1,setuptools
websock-1.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\websock-1.0.4.tar.gz,tar,websock-1.0.4/setup.py,694,ast,2,2,os; setuptools
websocket-0.2.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\websocket-0.2.1.tar.gz,tar,websocket-0.2.1/setup.py,1080,ast,3,3,distutils; re; setuptools
websocket-client2-1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\websocket-client2-1.0.tar.gz,tar,websocket-client2-1.0/setup.py,475,ast,3,3,distutils; setuptools; sys
websocket_client-1.8.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\websocket_client-1.8.0.tar.gz,tar,websocket_client-1.8.0/setup.py,2700,ast,1,1,setuptools
websockets-9.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\websockets-9.1.tar.gz,tar,websockets-9.1/setup.py,1941,ast,4,4,pathlib; re; setuptools; sys
websocks-0.4.7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\websocks-0.4.7.tar.gz,tar,websocks-0.4.7/setup.py,2312,ast,1,1,setuptools
webstring-0.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webstring-0.5.zip,zip,webstring-0.5/setup.py,3260,ast,3,3,distutils; ez_setup; setuptools
webthon-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webthon-0.0.2.tar.gz,tar,webthon-0.0.2/setup.py,673,ast,1,1,setuptools
webtoons-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webtoons-0.1.2.tar.gz,tar,webtoons-0.1.2/setup.py,710,ast,1,1,setuptools
webtranslate-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webtranslate-0.1.tar.gz,tar,webtranslate-0.1/setup.py,780,ast,1,1,distutils
webtrap-1.0.1.dev7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webtrap-1.0.1.dev7.tar.gz,tar,webtrap-1.0.1.dev7/setup.py,74,ast,1,1,setuptools
webuipy-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webuipy-0.0.1.tar.gz,tar,webuipy-0.0.1/setup.py,923,ast,2,2,os; setuptools
webz-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\webz-0.0.9.tar.gz,tar,webz-0.0.9/setup.py,720,ast,1,1,setuptools
wechat_push-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wechat_push-1.0.1.tar.gz,tar,wechat_push-1.0.1/setup.py,773,ast,1,1,setuptools
weconnect-0.9.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\weconnect-0.9.1.tar.gz,tar,weconnect-0.9.1/setup.py,1327,ast,2,2,pathlib; setuptools
weeby.py-0.1.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\weeby.py-0.1.6.tar.gz,tar,weeby.py-0.1.6/setup.py,939,ast,1,1,setuptools
weeder-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\weeder-0.1.tar.gz,tar,weeder-0.1/setup.py,1106,ast,2,2,os; setuptools
weesocket-2.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\weesocket-2.0.2.tar.gz,tar,weesocket-2.0.2/setup.py,1125,ast,3,3,setuptools; src; wheel
wego-0.9.4a0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wego-0.9.4a0.tar.gz,tar,wego-0.9.4a0/setup.py,440,ast,1,1,setuptools
weppy-BS3-0.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\weppy-BS3-0.6.tar.gz,tar,weppy-BS3-0.6/setup.py,1057,ast,1,1,setuptools
werkflow-http-0.3.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\werkflow-http-0.3.0.tar.gz,tar,werkflow-http-0.3.0/setup.py,1431,ast,2,2,os; setuptools
west_ishara-0.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\west_ishara-0.0.0.tar.gz,tar,west_ishara-0.0.0/setup.py,1097,ast,3,3,os; setuptools; west_ishara
whaaaaat-0.5.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\whaaaaat-0.5.2.tar.gz,tar,whaaaaat-0.5.2/setup.py,1820,ast,4,4,io; os; pypandoc; setuptools
whatimiss-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\whatimiss-0.0.1.tar.gz,tar,whatimiss-0.0.1/setup.py,461,ast,1,1,setuptools
wheel-0.9.7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wheel-0.9.7.tar.gz,tar,wheel-0.9.7/setup.py,1570,ast,4,4,codecs; os; setuptools; sys
wheel-0.9.7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wheel-0.9.7.tar.gz,tar,wheel-0.9.7/wheel/test/simple.dist/setup.py,383,ast,1,1,setuptools
wheel-0.9.7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wheel-0.9.7.tar.gz,tar,wheel-0.9.7/wheel/test/complex.dist/setup.py,390,ast,1,1,setuptools
wheel_axle-0.0.9.dev20240810025727,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wheel_axle-0.0.9.dev20240810025727.tar.gz,tar,wheel_axle-0.0.9.dev20240810025727/setup.py,6764,ast,1,2,setuptools
whereami-0.4.90,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\whereami-0.4.90.tar.gz,tar,whereami-0.4.90/setup.py,1737,ast,1,2,setuptools
whitespace-1.0.0b8,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\whitespace-1.0.0b8.tar.gz,tar,whitespace-1.0.0b8/setup.py,149,ast,1,1,setuptools
widgetmark-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\widgetmark-0.1.0.tar.gz,tar,widgetmark-0.1.0/setup.py,2639,ast,2,2,pathlib; setuptools
widgetsnbextension-4.0.13,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\widgetsnbextension-4.0.13.tar.gz,tar,widgetsnbextension-4.0.13/setup.py,880,ast,3,3,jupyter_packaging; pathlib; setuptools
wifi_tools-0.7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wifi_tools-0.7.tar.gz,tar,wifi_tools-0.7/setup.py,3010,ast,3,3,distutils; platform; setuptools
WifiTools-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\WifiTools-1.0.1.tar.gz,tar,WifiTools-1.0.1/setup.py,236,ast,1,1,setuptools
wiki-random-0.1.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wiki-random-0.1.5.tar.gz,tar,wiki-random-0.1.5/setup.py,708,ast,1,1,setuptools
wiki_synonyms-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wiki_synonyms-0.1.0.tar.gz,tar,wiki_synonyms-0.1.0/setup.py,396,ast,1,1,setuptools
willard-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\willard-0.1.tar.gz,tar,willard-0.1/setup.py,1662,ast,1,1,distutils
willdo-0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\willdo-0.2.tar.gz,tar,willdo-0.2/setup.py,833,ast,1,1,setuptools
wincrypto-0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wincrypto-0.3.tar.gz,tar,wincrypto-0.3/setup.py,841,ast,1,1,setuptools
windialog-1.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\windialog-1.0.2.tar.gz,tar,windialog-1.0.2/setup.py,1723,ast,1,1,setuptools
winja-exploitr-0.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\winja-exploitr-0.6.tar.gz,tar,winja-exploitr-0.6/setup.py,354,ast,1,1,setuptools
winontop-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\winontop-0.1.zip,zip,winontop-0.1/setup.py,959,ast,2,2,os; setuptools
winping-0.2.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\winping-0.2.4.tar.gz,tar,winping-0.2.4/setup.py,2041,ast,2,2,os; setuptools
winpip-1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\winpip-1.0.tar.gz,tar,winpip-1.0/setup.py,666,ast,1,1,setuptools
wkweb-0.0.0.8,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wkweb-0.0.0.8.tar.gz,tar,wkweb-0.0.0.8/setup.py,2239,ast,3,4,glob; os; setuptools
WMI-1.5.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\WMI-1.5.1.tar.gz,tar,WMI-1.5.1/setup.py,2040,ast,3,3,os; re; setuptools
worktime-logger-0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\worktime-logger-0.2.tar.gz,tar,worktime-logger-0.2/setup.py,455,ast,1,1,distutils
wp-toolbox-0.4.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wp-toolbox-0.4.1.tar.gz,tar,wp-toolbox-0.4.1/setup.py,694,ast,1,1,setuptools
wpadmin-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wpadmin-0.1.0.zip,zip,wpadmin-0.1.0/setup.py,1176,ast,2,2,__future__; setuptools
wpcraft-1.2.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wpcraft-1.2.3.tar.gz,tar,wpcraft-1.2.3/setup.py,1148,ast,1,1,setuptools
wpt-superset-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wpt-superset-1.0.1.tar.gz,tar,wpt-superset-1.0.1/setup.py,3839,ast,6,6,io; json; os; setuptools; subprocess; sys
wrainfo-0.9.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wrainfo-0.9.5.tar.gz,tar,wrainfo-0.9.5/setup.py,3564,ast,1,1,setuptools
wrapt-1.16.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wrapt-1.16.0.tar.gz,tar,wrapt-1.16.0/setup.py,1087,ast,4,4,os; platform; setuptools; sys
wrecked-1.0.8,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wrecked-1.0.8.tar.gz,tar,wrecked-1.0.8/setup.py,824,ast,1,1,setuptools
wrfhydropy-0.0.9.dev0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wrfhydropy-0.0.9.dev0.tar.gz,tar,wrfhydropy-0.0.9.dev0/setup.py,738,ast,1,1,setuptools
wscrpy-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wscrpy-0.0.1.tar.gz,tar,wscrpy-0.0.1/setup.py,713,ast,1,1,setuptools
wseg-0.0.1a3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wseg-0.0.1a3.tar.gz,tar,wseg-0.0.1a3/setup.py,8458,ast,2,2,pathlib; setuptools
wsgintegrate-0.1.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wsgintegrate-0.1.5.tar.gz,tar,wsgintegrate-0.1.5/setup.py,934,ast,2,2,os; setuptools
wsgiprof-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wsgiprof-1.0.1.tar.gz,tar,wsgiprof-1.0.1/setup.py,1501,ast,2,2,os; setuptools
wsiloader-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\wsiloader-0.0.2.tar.gz,tar,wsiloader-0.0.2/setup.py,623,ast,2,2,pathlib; setuptools
